,title,listing_url,price,time_posted,num_bedrooms,sqft,neighborhood,latitude,longitude,description,address
1967,"Yonge/Lawrence 2Bdrm Condo Across From Park, Subway, Ttc Transit",https://toronto.craigslist.org/tor/apa/d/toronto-yonge-lawrence-2bdrm-condo/6954070566.html,3500,2019-08-10 20:31,2.0,850.0,,43.724371000000005,-79.402017,"
        
Boutique Condo Overlooking Lawrence Park. Across From Subway, Park, Cafes, Restaurants, Grocery Store, Ttc Transit. Tons Of Luxury Upgrades, Hardwood Throughout, Designer Kitchen Cabinetry, Freshly Painted , And Newly Renovated With High End Paneling Through, Marble Floors In Washrooms, Kohler Fixtures. The Building Has Top Of The Line Amenities Including: Rooftop Terrace & Pool, Hot Tub, Bbq Area, Party Room, And Many More
Include B/I Liebherr Fridge, Miele Glass Cooktop & Oven, Miele Glass Hood, B/I Miele Dishwasher. Front Loading Washer/Dryer, Elfs, Window Coverings. Includes 1 Underground Parking And 1 Locker
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #16408    ","3055 Yonge Street, Toronto, ON M4N0A5
Toronto, Lawrence Park South Toronto Ontario Canada"
1968,"Yonge/Sheppard Bright 2Bdrm Condo Easy Access To 401/404,School,Park",https://toronto.craigslist.org/tor/apa/d/north-york-yonge-sheppard-bright-2bdrm/6954074302.html,3050,2019-08-10 20:33,2.0,1100.0,,43.756645,-79.405475,"
        
Luxury 2 Bed Condo In A Prime Location. Spacious And Bright Unit With Upgraded Kitchen With S/S Appliances And Granite Counter Top, Breakfast Area W/O To Balcony, Easy Access To Hwy 401/404 & Dvp, Close To Subway Station, Ttc, Schools, Park, Grocery Stores, Restaurants And A Lot More, Great Amenities- Gym, Indoor Pool, Bowling, Library & More.
Includes:S/S Fridge, S/S Stove, S/S Dishwasher, S/S Microwave, Washer/Dryer, All Existing Lights & Fixtures
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #41613    ","80 Harrison Garden Boulevard, North York, Toronto, ON M2N7E3
Willowdale East, North York North York, Toronto Ontario Canada"
1969,"Luxury Condo. High Ceiling,Big Unit, Beautiful Layout 1Bed Plus Den",https://toronto.craigslist.org/tor/apa/d/toronto-luxury-condo-high-ceilingbig/6954079671.html,2700,2019-08-10 20:35,1.0,850.0,736 Spadina Ave,43.665749,-79.40322900000001,"
        
Wow!!! Location!!!Annex Luxury Condo. High Ceiling,Big Unit, Beautiful Layout 1Bed Plus Den,Den Has Door And Window, Can Be Use Like A Single Bedroom! 24 Hr Concierge Demand Location - Steps From Bloor Shops & Restaurants. Walk Score 99!!Walk To U Of T Campus, Ttc, Gym, Excellent Recreational Facilities.Welcome Long Term Tenant!
Extras:Fridge, Stove, Dishwasher, Microwave, Stacked Washer And Dryer, Tenants To Pay Their Own Hydro, Furniture Include!!!!

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   
 

THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ONTARIO  M5V3Z3
TO VIEW CALL OR TEXT:  


***WALK-INS ALSO WELCOME, OPEN 7 DAYS A WEEK!!***    ","732 Spadina Avenue, Toronto, ON M5S2J2
Toronto, Harbord Village, Downtown Toronto, Discovery District Toronto Ontario Canada"
1970,"Yonge St./Finch Ave. Bright 2Bdrm Water, Heat, Hydro Included",https://toronto.craigslist.org/tor/apa/d/north-york-yonge-st-finch-ave-bright/6954083279.html,2600,2019-08-10 20:43,2.0,750.0,,43.778940999999996,-79.414331,"
        
Bright Sun Filled Unobstructed South-East View Unit In Luxurious Building With 24-Hour Gate House Security In Prime Yonge/Finch Area. Steps To Subway, Ttc, Viva, Yrt, Supermarket, Shops, Schools, Parks, Movie Theatre, And More. Clean Move-In Condition. Open Concept Kitchen. Spacious 2 Bedroom Unit Just Under 800 Sq.Ft. Ideal For Young Professionals Or Couple. Non Smoker & No Pets Please. A+++ Tenant.
Includes:Fridge, Stove, B/I Dishwasher, Stacked Washer & Dryer, Elf's, Window Coverings. Includes Utilities (Water, Heat, Hydro) And 1 Parking Space Close To Elevator. No Locker. Great Building Amenities.
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #42062    ","22 Olive Avenue, North York, Toronto, ON M2N7G5
Willowdale East, North York North York, Toronto Ontario Canada"
1971,576 Front St. Brand New Never Lived In 1 Bed + Den! Units Available!,https://toronto.craigslist.org/tor/apa/d/toronto-576-front-st-brand-new-never/6954233136.html,2250,2019-08-11 09:14,1.0,,,43.641538,-79.400577,"
        
Beautiful Large One Bedroom Plus Den One Bath - Available Immediately In The Highly Desired Minto Westside. Location Is Incredible! Building To Include A Grocery Store, Lcbo, Gym, Pool And More! Walking Distance To Lake, Rogers Center, Entertainment Dist, Restaurants, Shopping And Transit. Locker Incld

Christi Sills
Sales Representative
Royal LePage Signature Realty
""Condo Leasing Specialist""
Cell:  
    ","Toronto Waterfront Communities-The Island, ON M5V
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
1972,112 George St.  The Vu! Fantastic 1 Bed + Den with Parking!!,https://toronto.craigslist.org/tor/apa/d/toronto-112-george-st-the-vu-fantastic/6954233245.html,2600,2019-08-11 09:14,1.0,,Toronto,43.648654,-79.369764,"
        
Welcome To The Vu! Beautifully Laid Out 1+Den Suite With 10' Ceilings, Open Concept Living With No Wasted Space, Spacious Kitchen With Granite Counter Tops, Large Island, And Full Size Stainless Steel Appliances. Ensuite Bath With Two Vanities (Perfect For Couples). Den Is Ideal For Home Office. Juliette Balcony, Steps To King/Queen Streetcars, George Brown, Stroll To Financial District, Eaton Center, St. Lawrence Market, Easy Access To Dvp And Gardiner.

Christi Sills
Sales Representative
Royal LePage Signature Realty
""Condo Leasing Specialist""
Cell:  
    ","George Street South, Toronto Waterfront Communities-The Island, ON M5A
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
1973,2 Bed. 2 Bath. Condo For Lease,https://toronto.craigslist.org/tor/apa/d/north-york-2-bed-2-bath-condo-for-lease/6954243000.html,2700,2019-08-11 09:37,2.0,,Toronto,43.767588,-79.384385,"
        
Welcome To This Stunning, Never Before Lived In Condominium, Nestled In The Heart Of Bayview Village! Brand New 2 Bedrooms And 2 Bathrooms! With Just Under 900 Sq Ft Inside And An 85 Sq Ft Balcony. Over Looking Bayview Village, This Boutique Condo Has It All! The Condo Is Central To Shopping, Groceries, Ttc, Highways, Downtown, Hospital, Library And Parks.    ","630 Sheppard Avenue East, North York, Toronto, ON M2K
North York, Bayview Village North York, Toronto Ontario Canada"
1974,Room for rent 3 bdrm 1100sqft Junction,https://toronto.craigslist.org/tor/apa/d/toronto-room-for-rent-3-bdrm-1100sqft/6954236628.html,875,2019-08-11 09:22,1.0,110.0,Dundas St W,43.66535,-79.467951,"
        
Room to rent to share 3 Bedroom, 2 guys, Nice and clean, 
 in the Heart of Junction 
Dundas St W at Pacific 
all amenities on Dundas 
green P parking behind building 
hrly car rentals available 
free parking on dundas after 6pm 
Close to High park 
Central Air Conditioning
heat gas forced air 
hydro gas metered
 laundry 
24 Hr TTC 20 minutes to down town
 
Call  

    ","2961 Dundas Street West, Toronto, ON M6P1Z1
Toronto, Junction Area Toronto Ontario Canada"
1975,"Fabulous 2 Bedroom, 2 Washroom Condo At Western Battery Rd",https://toronto.craigslist.org/tor/apa/d/toronto-fabulous-2-bedroom-2-washroom/6954238243.html,2950,2019-08-11 09:26,2.0,1100.0,46 Western Battery Rd,43.640485999999996,-79.41407,"
        
Fabulous 2 Bedroom, 2 Washroom Condo

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   
 

THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ONTARIO  M5V3Z3
TO VIEW CALL OR TEXT:  


***WALK-INS ALSO WELCOME, OPEN 7 DAYS A WEEK!!***    ","47 Douro Street, Toronto, ON M6K
Toronto, Niagara Toronto Ontario Canada"
1976,Room for rent,https://toronto.craigslist.org/tor/apa/d/north-york-room-for-rent/6940222875.html,680,2019-08-11 10:08,,,North York,43.766278,-79.51168299999999,"
        
Seeking a tidy non-smoker to rent a room, shared kitchen, bathroom. All inclusive $680.  On Driftwood Ave, close to Jane and Steeles 10 mins to York U/Seneca 108 Downsview bus in front of building.  5-8mins to Pioneer Subway.    ","335 Driftwood Avenue, North York, Toronto, ON M3N2P3
North York, Black Creek North York, Toronto Ontario Canada"
1977,L Tower!  8 The Esplanade - Fabulous Sunny 1 Bed + Den + 1 Bath!,https://toronto.craigslist.org/tor/apa/d/toronto-tower-8-the-esplanade-fabulous/6954249208.html,2500,2019-08-11 09:51,1.0,,,43.644771,-79.373306,"
        
One Of Toronto's Most Prized Locations In Heart Of Financial Dist Next To Union Subway Station. Sun-Filled 1 Bedroom +Den,  City & Lake View.  9"" Smooth Ceiling , Hardwood Flooring In The Unit,Floor To Ceiling Windows.Steps To St.Lawrence Market, Financial District, Waterfront, As Well As Endless Restaurants,Theater And More!

Christi Sills
Sales Representative
Royal LePage Signature Realty
""Condo Leasing Specialist""
Cell:  
    ","55 Lake Shore Boulevard East, Toronto, ON M5E1A4
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
1978,ART Condo!! 8 Dovercourt Queen W! Bright Functional 1 Bed!,https://toronto.craigslist.org/tor/apa/d/west-toronto-art-condo-8-dovercourt/6954249292.html,2300,2019-08-11 09:51,1.0,,,43.641693,-79.421688,"
        
Iconic Art Condos! Recognized As One Of The City's Most Innovatively Designed Condos! 1 Bedroom  Bright, Functional Unit With 10 Ft Exposed Concrete Ceilings, Floor To Ceiling Windows! Quartz Countertops, Highly Efficient Euro Integrated Appliances.Spa Like Bathroom. Prime Amenities With Rooftop Terrace With Bbqs and Bar. Steps From All The Splendors Of King and Queen St West (Shops, Cafes, Grocery Stores, Restos, Ttc, Etc.) 10+!

Christi Sills
Sales Representative
Royal LePage Signature Realty
""Condo Leasing Specialist""
Cell:  
    ","41 Dovercourt Road, Toronto, ON M6J3C2
Toronto, Niagara, Little Portugal Toronto Ontario Canada"
1979,Condo Studio - Furnished Sept 1 - can be short term,https://toronto.craigslist.org/tor/apa/d/north-york-condo-studio-furnished-sept/6954263258.html,1925,2019-08-11 10:19,1.0,,Yonge and Sheppard,43.758308,-79.408969,"
        
Studio apt in a luxury condo building 
Fully furnished, subway & 401 at your doorstep
Located at Yonge and Shepard
Walking distance to shops, schools, parks, restaurants
Well kept building 
Locker included 
Parking is extra 
***EXTRAS***
Window coverings, Murphy bed, tv, stove, dishwasher, washer, dryer, microwave, couch, dining set, fireplace, balcony, exclusive gym facilities
Building has security!
Call  

    ","12 Harrison Garden Boulevard, North York, Toronto, ON M2N7K6
Willowdale East, North York North York, Toronto Ontario Canada"
1980,UPDATED - Unique Attic Loft,https://toronto.craigslist.org/tor/apa/d/toronto-updated-unique-attic-loft/6950642640.html,1995,2019-08-11 10:20,,450.0,Beaconsfield Village,43.646426,-79.422663,"
        
If this listing is visible, the apartment is still available. Please email Jenna with a little information about yourself in order to set of a viewing. ""Is this still available?"" emails will not be responded to. 

Beautifully renovated 3rd floor studio loft on quiet street in the heart of Ossington / West Queen West. At 450 square feet, the flat is best suited to single occupancy. There is a park across the street plus a very quick walk to Trinity Bellwoods. Awesome, friendly, considerate neighbours makes for a quiet, pleasant household.

I live in the main floor unit and maintain a clean, quiet house for myself and my tenants. I pride myself on being a responsive landlord and a thoughtful neighbour.

I am looking for a respectful, mature tenant to fit in with the rest of the occupants of the house, although this is a private apartment, meshing in with the rest of the tenants / neighbours / landlord is paramount. 

$1995/month (utilities included). Shared coin laundry in basement of the building. Tenants are required to hold tenant’s insurance. A/C Extra. No Smoking. No Pets. Firm.

*please note that I am transitioning from short-term furnished rentals to a long-term tenant. A hood exhaust fan and apartment sized fridge will be installed for more functionality. Some furniture will be available for purchase if desired.

https://www.homedepot.ca/product/ge-24-inch-w-11-55-cu-ft-top-freezer-refrigerator-in-white-energy-star-/1001025011

Available between September 1st - September 15th 2019. Potential tenants will be required to fill out an application in addition to providing credit check / proof of employment / landlord reference. Preferably bring documentation with you to the viewing.    ","128 Argyle Street, Toronto, ON M6J1N9
Trinity-Bellwoods, Toronto Toronto Ontario Canada"
1981,Spacious Sunny Bright N/W Corner Unit W/ Open Balcony,https://toronto.craigslist.org/yrk/apa/d/north-york-spacious-sunny-bright-w/6954259523.html,2980,2019-08-11 10:24,2.0,950.0,3 Pemberton Ave,43.781138,-79.414452,"
        
Location, Location, Location! Direct Access To Underground Finch Subway! All Utilities Inclusive, 2+1Bedroom, Large Den With Window Fits Double/Single Bed, 2 Full Bathrooms, Spacious Sunny Bright N/W Corner Unit. Open Balcony. Kitchen Overlook Open West View. Fresh Painted.Famous Earl Haig School District! 24 Hour Gatehouse Security. Condo Recently Renovated With New Carpet! Clean! Parking And Locker Included. Shops,Restaurants,Transits, Parks... Around!!!
Extras:Fridge, Stove, Dishwasher, Washer & Dryer, All Window Covering, Storage Cabinet In Den, Granite Kitchen Counter Top. One Parking(Near Elevator) & One Locker.Pay No Extra Utilities Bills! Perfect For Single Family, No Smokers.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   
 

THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ONTARIO  M5V3Z3
TO VIEW CALL OR TEXT:  


***WALK-INS ALSO WELCOME, OPEN 7 DAYS A WEEK!!***    ","1 Pemberton Avenue, North York, Toronto, ON M2M4L9
North York, Newtonbrook East North York, Toronto Ontario Canada"
1982,Amazing 2 Bed+2 Bath Condo W/Breathtaking Lake Views,https://toronto.craigslist.org/tor/apa/d/toronto-amazing-2-bed2-bath-condo/6954274931.html,2995,2019-08-11 10:42,2.0,850.0,21 Grand Magazine St,43.636119,-79.40211500000001,"
        
Amazing 2 Bed+2Bath Condo W/Breathtaking Lake Views. Enjoy Sunsets & Sunrise From Large Terrace. 9Ft Ceilings, Open Concept Paris Kitchen W/Breakfast Bar & Granite Counters, Stainless Steel Appliances. Beautiful Art Deco Style Fort York Building. With Media, Party, Yoga & Weight Room. Hot Tub, Indoor Salt Water Pool & Roof Terrace. Walk To Island Ferry, Cne, Marina Waterfront, Trails, Parks, Rogers Centre, Union Station, Ttc At Your Doorstep.
Extras:Stainless Steel Appliances Include Side By Side Refrigerator W/Water & Ice Dispenser, Slide In Range, Dishwasher, Microwave/Hood Fan, Undermount Sink, Washer & Dryer, Parking & Locker.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   
 

THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ONTARIO  M5V3Z3
TO VIEW CALL OR TEXT:  


***WALK-INS ALSO WELCOME, OPEN 7 DAYS A WEEK!!***    ","614 Fleet Street, Toronto, ON M5V1B3
Toronto, Niagara Toronto Ontario Canada"
1983,"Stunning Corner 3 Bdrm w/ 2 Full Baths Unit,  @ Cityplace",https://toronto.craigslist.org/tor/apa/d/toronto-stunning-corner-3-bdrm-2-full/6935089202.html,3500,2019-08-11 10:43,3.0,,,43.625051,-79.677167,"
        
Stunning Corner 3 Bdrm w/ 2 Full Baths Unit, In The Apex @ Cityplace. NOT ON MLS

This Spectacular Suite Features Floor To Ceiling, Wall To Wall Windows & Engineered Flrs In Living/Dining & Bedrooms. , 3 Bdrm w/ 2 Full Baths, Granite Counters In Kitchen & Baths.
Walk To Financial, Entertainment District, King St., Kensington Market, Harbourfront & Union. Amazing Amenities: Pool, Exercise Room, Basketball Court, Party Rm, 24 HR Concierge.

Listing for: $3,500 - Cable & Hydro and 1 parking spot included in rent!  (Tenants must have a full time job)

For more information or to book an appointment, please send an email to  
 (please note that I will ONLY respond to emails that included your phone number)

* Other downtown locations available depending on occupancy dates.

Thank You 
R. MOTEK
Real Estate Broker.

** Not intended to solicit buyers or sellers already under contract **    ","11 Brunel Road, Mississauga, Peel, ON L4Z
Mississauga Mississauga Ontario Canada"
1984,"HUGE MAIN FLOOR 1 BEDROOM, 9' CEILING, EXPOSED BRICK, D/W, PATIO/YARD",https://toronto.craigslist.org/tor/apa/d/toronto-huge-main-floor-1-bedroom-9/6954271608.html,2200,2019-08-11 10:36,1.0,800.0,378 ROXTON RD. south of OSSINGTON SUBWAY,43.657472,-79.422577,"
        
LARGE TOP 2ND FLOOR 1 BEDROOM, 9' CEILING, EXPOSED BRICK, D/W, PATIO/YARD

378 ROXTON RD. south of OSSINGTON SUBWAY

COLLEGE/LITTLE ITALY - LARGE 1 BEDROOM MAIN FLOOR

9' ceilings, French doors

Exposed brick (bed & kit)

Maple closets (his & hers)

Oak hardwood flooring

Large living room

Huge family-sized kitchen

Dishwasher

Central Air (available)

Large back yard/patio

Covered bicycle racks

AVAILABLE : SEPTEMBER 1

PRICE : $2,200. Inclusive of heat, hydro, gas, water and discounts

SHOWING : TUESDAY AUG 13, 6:30-7:00pm

LOCATION : 378 ROXTON ROAD (south of Harbord)    ","358 Roxton Road, Toronto, ON M6G3R2
Toronto, Palmerston-Little Italy Toronto Ontario Canada"
1985,Shows Like A Model Suite @ Lofty Art Condos!,https://toronto.craigslist.org/tor/apa/d/west-toronto-shows-like-model-suite/6935091111.html,2150,2019-08-11 10:42,1.0,,,43.648,-79.4177,"
        
Shows Like A Model Suite @ Lofty Art Condos! 
1bedroom unit with amazing balcony unit, 10 Ft ceilings, bright space, polished with sleek finishes. 
Live right in the heart of queen west. Rated by vogue magazine as the 2nd hippest neighborhood in the world! Walk to hip restaurants, bars & coolness! 

An exclusive - NOT been posted on the MLS yet
Lease $2150 

For more information,email  
  with your name and the best phone number to reach you on, (please send your email address not kijij email address) 
** Please note that only emails that include your phone number will be responded. **

Tenants Receive ****FREE SERVICES****  There is NO COST to you as a renter.

* Other downtown locations available depending on occupancy dates. 

Thank You 
Ravid MOTEK
Real Estate Broker & Mortgage Agent.


**Not intended to solicit buyers or sellers already under contract**    ","204 Shaw Street, Toronto, ON M6J2W8
Trinity-Bellwoods, Toronto Toronto Ontario Canada"
1986,"1 BDRM TOP FLOOR, LARGE LIV RM, HUGE CLOSETS, LAUNDRY, PARKING",https://toronto.craigslist.org/tor/apa/d/toronto-1-bdrm-top-floor-large-liv-rm/6954263759.html,1700,2019-08-11 10:28,1.0,600.0,10 MOUNT ROYAL AV. OSSINGTON & DAVENPORT,43.674944,-79.432773,"
        
1 BEDROOM FIRST FLOOR, LARGE LIVING ROOM, 3 CLOSETS, LAUNDRY, PARKING 

10 MOUNT ROYAL AVE -OSSINGTON & DAVENPORT

Large living room/dining, bedroom 3 closets, laundry, bike racks, onsite parking available ....

OCCUPANCY :  September 1st or October 1st

PRICE :  $1,700. including heat, gas, water, hot water and discounts

ADDRESS :  10 MOUNT ROYAL AVENUE (Ossington and Davenport) 

SHOWING :  TUESDAY AUG 13th from 5:30 - 6:00 p.m.    ","7 Mount Royal Avenue, Toronto, ON M6H2S2
Toronto, Corso Italia-Davenport Toronto Ontario Canada"
1987,Brand New Never Lived in Condo,https://toronto.craigslist.org/tor/apa/d/toronto-brand-new-never-lived-in-condo/6935086772.html,2000,2019-08-11 10:43,,,Toronto,43.641538,-79.400577,"
        
An exclusive rental units in a Brand New Never Lived in Condo -   NOT been posted on the MLS yet

Be The First To Enjoy This Stunning, Never Lived In 1 Bedroom or 2 Bedrooms In The Heart Of Downtown!! This Stylish, Open Concept Unit, Stainless Steel Appliances & Beautiful Engineered Hardwood Oak Flooring! Location Can't Be Beat! Downtown's King West neighborhood, Bathurst St & Niagara St. Close To Restaurants, Shops & Parks & Waterfront. In The Heart Of King West. Steps To The Business & Entertainment Districts, Lake, Running Trail, Fine Restaurants & Shopping! 

- 1bd $2,000
- 1+den for $2,250
- 2bd for $2,450
- 2bd +den for $2,800
- 3bd for $3,100

Tenants Receive ****FREE SERVICES****  There is NO COST to you as a renter.

For more information, please email  
  with ALL the following info:
1) Your name and the best phone number to reach you on, 
2) Email address (please send your email address not kijij email address) 
3) Number of Bedrooms 
4) Your desire moving date 

** Please note that only emails that include ALL requirements information as described will be responded. **

* Other downtown locations available depending on occupancy dates. 

Thank You 
Ravid MOTEK
Real Estate Broker & Mortgage Agent.


**Not intended to solicit buyers or sellers already under contract**    ","Toronto Waterfront Communities-The Island, ON M5V
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
1988,Abell St @ QUEEN WEST - NOT ON MLS,https://toronto.craigslist.org/tor/apa/d/west-toronto-abell-st-queen-west-not-on/6935090244.html,2000,2019-08-11 10:43,1.0,,,43.648,-79.4177,"
        
In The Heart Of Queen West! Move in today to one of the ""Coolest Streets In The World"" (source: vogue) A near flawless walk score of 97. 
Steps to TTC on queen street west, shops & restaurants, Freshco, banks, Drake, Starbucks and much more! 

1 Bedroom WITH PARKING, Spectacular View And Large Balcony, hardwood floor throughout, stainless steel appliances, and 24Hr Concierge. 

Listing for: $2,150 INCLUDING PARKING

Tenants Receive ****FREE SERVICES**** 

For more information or to book an appointment email:  
 (please note that ONLY emails that included your name, email and phone number, will be responsive). 

* Other downtown locations available depending on occupancy dates.

Ravid Dahan MOTEK
Real Estate Broker


**Not intended to solicit buyers or sellers already under contract**
    ","204 Shaw Street, Toronto, ON M6J2W8
Trinity-Bellwoods, Toronto Toronto Ontario Canada"
1989,An exclusive rental units in a Brand New Never Lived in Condo -   NOT,https://toronto.craigslist.org/tor/apa/d/toronto-an-exclusive-rental-units-in/6935092000.html,2000,2019-08-11 10:43,,,,43.641683,-79.401803,"
        
An exclusive rental units in a Brand New Never Lived in Condo -   NOT been posted on the MLS yet

Be The First To Enjoy This Stunning, Never Lived In 1 Bedroom or 2 Bedrooms In The Heart Of Downtown!! This Stylish, Open Concept Unit, Stainless Steel Appliances & Beautiful Engineered Hardwood Oak Flooring! Location Can't Be Beat! Downtown's King West neighborhood, Bathurst St & Niagara St. Close To Restaurants, Shops & Parks & Waterfront. In The Heart Of King West. Steps To The Business & Entertainment Districts, Lake, Running Trail, Fine Restaurants & Shopping! 

- 1bd $2,000
- 1+den for $2,250
- 2bd for $2,450
- 2bd +den for $2,800
- 3bd for $3,100

Tenants Receive ****FREE SERVICES****  There is NO COST to you as a renter.

For more information, please email  
  with ALL the following info:
1) Your name and the best phone number to reach you on, 
2) Email address (please send your email address not kijij email address) 
3) Number of Bedrooms 
4) Your desire moving date 

** Please note that only emails that include ALL requirements information as described will be responded. **

* Other downtown locations available depending on occupancy dates. 

Thank You 
Ravid MOTEK
Real Estate Broker & Mortgage Agent.


**Not intended to solicit buyers or sellers already under contract**    ","31 Bathurst Street, Toronto, ON M5V2R4
Waterfront Communities-The Island, Toronto, Niagara, Downtown Toronto Toronto Ontario Canada"
1990,"FAB HUGE 3 BDRM LOFT, 9' CEILING, EXOTIC FLRS EXPOSED BRICK D/W LNDRY",https://toronto.craigslist.org/tor/apa/d/toronto-fab-huge-3-bdrm-loft-9-ceiling/6954279309.html,3225,2019-08-11 10:50,3.0,1000.0,359 DAVENPORT ROAD just south of DUPONT,43.675086,-79.40126500000001,"
        
NEW STUNNING HUGE loft-style 3 bedroom. Ideal for 3 INDIVIDUALS to share. 
Steps from the DUPONT SUBWAY, Casa Loma, Yorkville, U of T, and George Brown College. 

HUGE open concept LOFT living room/dining room/kitchen. NEW huge kitchen, stainless steel appliances, dishwasher. New exotic Brazilian cherry hardwood, New bathroom with natural stone travertine tiles and tons of storage. 

Chrome halogen track lighting throughout the apartment, large mirrored closets with organizers in each of the 3 large Bedrooms. Each can accommodate a queen sized bed, end table, 5' desk and dresser. 
Outdoor balcony access off of the kitchen, intercom, laundry facilities, 
indoor bicycle storage, and private DECK. 

AVAILABLE : OCT 1, 2019 

PRICE : $3,225.00. inclusive of heat, gas, water and hot water 

ADDRESS : 359 Davenport Road (just south of Dupont) 

SHOWING : WEDNESDAY AUGUST 14th 6:00 - 6:30 p.m.    ","342 Davenport Road, Toronto, ON M5R1K6
Toronto, Annex Toronto Ontario Canada"
1991,Leslie/Hwy 7 Spacious +Bright 1Bdrm +Den Can Be Used As 2nd Bdrm,https://toronto.craigslist.org/yrk/apa/d/thornhill-leslie-hwy-7-spacious-bright/6948667649.html,1995,2019-08-11 11:54,1.0,750.0,,43.831286,-79.388772,"
        
Luxury Condo, Excellent Location, Close To Bank, Mcdonalds, Tim Horton, Medical Office, Drug Store, Convenience Store, Restaurant, Hwy 404/407, Viva Transit, 24 Hrs Security, Spacious & Bright South View. Huge Size Den Can Be Used As 2nd Bedroom, 5 Appliances. Approx 760 Sqft Low Density Building With Indoor Pool
Includes:5 Appliances, One Parking And Locker, Tnt Pays Hydro, Cable Tv, Tenant Ins.
 I DO NOT ANSWER EMAILS
PLEASE CALL OR TEXT ME AT  
 FOR THIS RENTAL, REFERENCE #34794    ","46 Lambert Road, Thornhill, York, ON L3T7E3
Thornhill Thornhill, Markham Ontario Canada"
1992,Brand New Never Lived in Condo,https://toronto.craigslist.org/tor/apa/d/toronto-brand-new-never-lived-in-condo/6934460578.html,2000,2019-08-11 10:43,,,Toronto,43.641538,-79.400577,"
        

An exclusive rental units in a Brand New Never Lived in Condo -   NOT been posted on the MLS yet

Be The First To Enjoy This Stunning, Never Lived In 1 Bedroom or 2 Bedrooms In The Heart Of Downtown!! This Stylish, Open Concept Unit, Stainless Steel Appliances & Beautiful Engineered Hardwood Oak Flooring! Location Can't Be Beat! Downtown's King West neighborhood, Bathurst St & Niagara St. Close To Restaurants, Shops & Parks & Waterfront. In The Heart Of King West. Steps To The Business & Entertainment Districts, Lake, Running Trail, Fine Restaurants & Shopping! 

- 1bd $2,000
- 1+den for $2,250
- 2bd for $2,450
- 2bd +den for $2,800
- 3bd for $3,100

Tenants Receive ****FREE SERVICES****  There is NO COST to you as a renter.

For more information, please email  
  with ALL the following info:
1) Your name and the best phone number to reach you on, 
2) Email address (please send your email address not kijij email address) 
3) Number of Bedrooms 
4) Your desire moving date 

** Please note that only emails that include ALL requirements information as described will be responded. **

* Other downtown locations available depending on occupancy dates. 

Thank You 
Ravid MOTEK
Real Estate Broker & Mortgage Agent.


**Not intended to solicit buyers or sellers already under contract**    ","Toronto Waterfront Communities-The Island, ON M5V
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
1993,Vaughan Townhome,https://toronto.craigslist.org/yrk/apa/d/woodbridge-vaughan-townhome/6954290290.html,2700,2019-08-11 11:09,3.0,2300.0,Major McKenzie and 400,43.845727000000004,-79.571768,"
        
Stunning and Spacious 2300 sq. ft. Executive beauty, with backyard 3-4 bedroom, High End Finishes, 10 ft. ceilings, chefs kitchen with gas range, double S/S fridge. Private garage and one other parking and largest home in development.  Prime Pageant Street on quiet section, 2 walkouts and close to TTC, 400 and Shopping.  Available immediately
Require Equifax, Rental Application and Employment check.    ","105 Flourish Street, Woodbridge, York, ON L4H3R2
Woodbridge Woodbridge, Vaughan Ontario Canada"
